1Chr 1:1 man/mankind [שֵׁת] Enosh
1Chr 1:2 [קֵינָן] [מַהֲלַלְאֵל] [יָרֶד] | [KJV:] Kenan, Mahalaleel, Jered,
1Chr 6:64 and [with/acc] [קְדֵמוֹת] and [with/acc] [מִגְרָשֶׁיהָ] and [with/acc] [מֵיַעַת] and [with/acc] [מִגְרָשֶׁיהָ] | [KJV:] And the children of Israel gave to the Levites these cities with their suburbs.
1Chr 6:65 [וּמִמַּטֵּה] [גָד] [with] [רָאמוֹת] [בַּגִּלְעָד] and [with/acc] [מִגְרָשֶׁיהָ] and [with/acc] [מַחֲנַיִם] and [with/acc] [מִגְרָשֶׁיהָ] | [KJV:] And they gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities, which are called by their names.
1Chr 6:66 and [with/acc] [חֶשְׁבּוֹן] and [with/acc] [מִגְרָשֶׁיהָ] and [with/acc] [יַעְזֵיר] and [with/acc] [מִגְרָשֶׁיהָ] | [KJV:] And the residue of the families of the sons of Kohath had cities of their coasts out of the tribe of Ephraim.
1Chr 7:1 [וְלִבְנֵי] [יִשָׂשכָר] [תּוֹלָע] [וּוּאָה] [יָשִׁיב] [וְשִׁמְרוֹן] [אַרְבָּעָה] | [KJV:] Now the sons of Issachar were, Tola, and Puah, Jashub, and Shimrom, four.
1Chr 7:2 [וּבְנֵי] [תוֹלָע] [עֻזִּי] [וּרְָיָה] [וִירִיאֵל] [וְיַחְמַי] [וְיִבְשָׂם] [וּשְׁמוּאֵל] [רָאשִׁים] to/for house of their fathers [לְתוֹלָע] [גִּבּוֹרֵי] [חַיִל] [לְתֹלְדוֹתָם] [מְִָּרָם] [בִּימֵי] [דָוִיד] [עֶשְׂרִים] [וּשְׁנַיִם] thousand [וְשֵׁשׁ] hundreds | [KJV:] And the sons of Tola; Uzzi, and Rephaiah, and Jeriel, and Jahmai, and Jibsam, and Shemuel, heads of their father's house, to wit, of Tola: they were valiant men of might in their generations; whose number was in the days of David two and twenty thousand and six hundred.
1Chr 7:3 [וּבְנֵי] [עֻזִּי] [יִזְרַחְיָה] [וּבְנֵי] [יִזְרַחְיָה] [מִיכָאֵל] [וְעֹבַדְיָה] [וְיוֹאֵל] [יִשִּׁיָּה] [חֲמִשָּׁה] [רָאשִׁים] [כֻּלָּם] | [KJV:] And the sons of Uzzi; Izrahiah: and the sons of Izrahiah; Michael, and Obadiah, and Joel, Ishiah, five: all of them chief men.
1Chr 7:4 [וַעֲלֵיהֶם] [לְתֹלְדוֹתָם] to/for house of their fathers [גְּדוּדֵי] [צְבָא] war [שְׁלֹשִׁים] [וְשִׁשָּׁה] [אָלֶף] [כִּי] [הִרְבּוּ] [נָשִׁים] [וּבָנִים] | [KJV:] And with them, by their generations, after the house of their fathers, were bands of soldiers for war, six and thirty thousand men: for they had many wives and sons.
1Chr 7:5 [וַאֲחֵיהֶם] [לְכֹל] [מִשְְּׁחוֹת] [יִשָׂשכָר] [גִּבּוֹרֵי] [חֲיָלִים] [שְׁמוֹנִים] [וְשִׁבְעָה] thousand [הִתְיַחְשָׂם] [לַכֹּל] | [KJV:] And their brethren among all the families of Issachar were valiant men of might, reckoned in all by their genealogies fourscore and seven thousand.
1Chr 7:6 [בִּנְיָמִן] [בֶּלַע] [וָבֶכֶר] [וִידִיעֲאֵל] [שְׁלֹשָׁה] | [KJV:] The sons of Benjamin; Bela, and Becher, and Jediael, three.
1Chr 7:7 [וּבְנֵי] [בֶלַע] [אֶצְבּוֹן] [וְעֻזִּי] [וְעֻזִּיאֵל] [וִירִימוֹת] [וְעִירִי] [חֲמִשָּׁה] [רָאשֵׁי] [בֵּית] [אָבוֹת] [גִּבּוֹרֵי] [חֲיָלִים] [וְהִתְיַחְשָׂם] [עֶשְׂרִים] [וּשְׁנַיִם] thousand [וּשְׁלֹשִׁים] [וְאַרְבָּעָה] | [KJV:] And the sons of Bela; Ezbon, and Uzzi, and Uzziel, and Jerimoth, and Iri, five; heads of the house of their fathers, mighty men of valour; and were reckoned by their genealogies twenty and two thousand and thirty and four.
1Chr 7:8 [וּבְנֵי] [בֶכֶר] [זְמִירָה] [וְיוֹעָשׁ] [וֶאֱלִיעֶזֶר] [וְאֶלְיוֹעֵינַי] [וְעָמְרִי] [וִירֵמוֹת] [וַאֲבִיָּה] [וַעֲנָתוֹת] [וְעָלָמֶת] [כָּל] [אֵלֶּה] [בְּנֵי] [בָכֶר] | [KJV:] And the sons of Becher; Zemira, and Joash, and Eliezer, and Elioenai, and Omri, and Jerimoth, and Abiah, and Anathoth, and Alameth. All these are the sons of Becher.
1Chr 7:9 [וְהִתְיַחְשָׂם] [לְתֹלְדוֹתָם] [רָאשֵׁי] [בֵּית] their fathers [גִּבּוֹרֵי] [חָיִל] [עֶשְׂרִים] thousand [וּמָאתָיִם] | [KJV:] And the number of them, after their genealogy by their generations, heads of the house of their fathers, mighty men of valour, was twenty thousand and two hundred.
1Chr 7:10 [וּבְנֵי] [יְדִיעֲאֵל] [בִּלְהָן] [וּבְנֵי] [בִלְהָן] [יְעִישׁ] [וּבִנְיָמִן] [וְאֵהוּד] [וּכְנַעֲנָה] [וְזֵיתָן] [וְתַרְשִׁישׁ] [וַאֲחִישָׁחַר] | [KJV:] The sons also of Jediael; Bilhan: and the sons of Bilhan; Jeush, and Benjamin, and Ehud, and Chenaanah, and Zethan, and Tharshish, and Ahishahar.
1Chr 7:11 [כָּל] [אֵלֶּה] [בְּנֵי] [יְדִיעֲאֵל] [לְרָאשֵׁי] [הָאָבוֹת] [גִּבּוֹרֵי] [חֲיָלִים] [שִׁבְעָה] [עָשָׂר] thousand [וּמָאתַיִם] [יֹצְאֵי] [צָבָא] [לַמִּלְחָמָה] | [KJV:] All these the sons of Jediael, by the heads of their fathers, mighty men of valour, were seventeen thousand and two hundred soldiers, fit to go out for war and battle.
1Chr 7:12 [וְשִֻּׁם] [וְחִֻּם] [בְּנֵי] city [חֻשִׁם] [בְּנֵי] [אַחֵר] | [KJV:] Shuppim also, and Huppim, the children of Ir, and Hushim, the sons of Aher.
1Chr 7:13 [בְּנֵי] [נְַתָּלִי] [יַחֲצִיאֵל] [וְגוּנִי] [וְיֵצֶר] [וְשַׁלּוּם] [בְּנֵי] [בִלְהָה] | [KJV:] The sons of Naphtali; Jahziel, and Guni, and Jezer, and Shallum, the sons of Bilhah.
1Chr 7:14 [בְּנֵי] [מְנַשֶּׁה] [אַשְׂרִיאֵל] [אֲשֶׁר] [יָלָדָה] [ִּילַגְשׁוֹ] [הָאֲרַמִּיָּה] [יָלְדָה] [with] [מָכִיר] my father Gilead | [KJV:] The sons of Manasseh; Ashriel, whom she bare: (but his concubine the Aramitess bare Machir the father of Gilead:
1Chr 7:15 [וּמָכִיר] [he] took [אִשָּׁה] [לְחִֻּים] [וּלְשִֻּׁים] [וְשֵׁם] [אֲחֹתוֹ] [מַעֲכָה] [וְשֵׁם] [הַשֵּׁנִי] [צְלְָחָד] [וַתִּהְיֶנָה] [לִצְלְָחָד] [בָּנוֹת] | [KJV:] And Machir took to wife the sister of Huppim and Shuppim, whose sister's name was Maachah;) and the name of the second was Zelophehad: and Zelophehad had daughters.
1Chr 7:16 [וַתֵּלֶד] [מַעֲכָה] [אֵשֶׁת] [מָכִיר] [בֵּן] [וַתִּקְרָא] [שְׁמוֹ] [ֶּרֶשׁ] [וְשֵׁם] his brother [שָׁרֶשׁ] [וּבָנָיו] [אוּלָם] [וָרָקֶם] | [KJV:] And Maachah the wife of Machir bare a son, and she called his name Peresh; and the name of his brother was Sheresh; and his sons were Ulam and Rakem.
1Chr 7:17 [וּבְנֵי] [אוּלָם] [בְּדָן] [אֵלֶּה] [בְּנֵי] Gilead [בֶּן] [מָכִיר] [בֶּן] [מְנַשֶּׁה] | [KJV:] And the sons of Ulam; Bedan. These were the sons of Gilead, the son of Machir, the son of Manasseh.
1Chr 7:18 [וַאֲחֹתוֹ] [הַמֹּלֶכֶת] [יָלְדָה] [with] [אִישְׁהוֹד] and [with/acc] [אֲבִיעֶזֶר] and [with/acc] [מַחְלָה] | [KJV:] And his sister Hammoleketh bare Ishod, and Abiezer, and Mahalah.
1Chr 7:19 [וַיִּהְיוּ] [בְּנֵי] [שְׁמִידָע] [אַחְיָן] [וָשֶׁכֶם] [וְלִקְחִי] [וַאֲנִיעָם] | [KJV:] And the sons of Shemidah were, Ahian, and Shechem, and Likhi, and Aniam.
1Chr 7:20 [וּבְנֵי] [אְֶרַיִם] [שׁוּתָלַח] [וּבֶרֶד] [בְּנוֹ] [וְתַחַת] [בְּנוֹ] [וְאֶלְעָדָה] [בְנוֹ] [וְתַחַת] [בְּנוֹ] | [KJV:] And the sons of Ephraim; Shuthelah, and Bered his son, and Tahath his son, and Eladah his son, and Tahath his son,
1Chr 7:21 [וְזָבָד] [בְּנוֹ] [וְשׁוּתֶלַח] [בְּנוֹ] [וְעֵזֶר] [וְאֶלְעָד] [וַהֲרָגוּם] [אַנְשֵׁי] [גַת] [הַנּוֹלָדִים] [בָּאָרֶץ] [כִּי] [יָרְדוּ] [לָקַחַת] [with] [מִקְנֵיהֶם] | [KJV:] And Zabad his son, and Shuthelah his son, and Ezer, and Elead, whom the men of Gath that were born in that land slew, because they came down to take away their cattle.
1Chr 7:22 [וַיִּתְאַבֵּל] [אְֶרַיִם] [אֲבִיהֶם] days [רַבִּים] [וַיָּבֹאוּ] [אֶחָיו] [לְנַחֲמוֹ] | [KJV:] And Ephraim their father mourned many days, and his brethren came to comfort him.
1Chr 7:23 [וַיָּבֹא] to/toward [אִשְׁתּוֹ] [וַתַּהַר] [וַתֵּלֶד] [בֵּן] [וַיִּקְרָא] [with] [שְׁמוֹ] [בְּרִיעָה] [כִּי] [בְרָעָה] [she] was [בְּבֵיתוֹ] | [KJV:] And when he went in to his wife, she conceived, and bare a son, and he called his name Beriah, because it went evil with his house.
1Chr 7:24 [וּבִתּוֹ] [שֶׁאֱרָה] [וַתִּבֶן] [with] [בֵּית] [חוֹרוֹן] [הַתַּחְתּוֹן] and [with/acc] [הָעֶלְיוֹן] and [with/acc] [אֻזֵּן] [שֶׁאֱרָה] | [KJV:] (And his daughter was Sherah, who built Bethhoron the nether, and the upper, and Uzzensherah.)
1Chr 7:25 [וְרֶַח] [בְּנוֹ] [וְרֶשֶׁף] [וְתֶלַח] [בְּנוֹ] [וְתַחַן] [בְּנוֹ] | [KJV:] And Rephah was his son, also Resheph, and Telah his son, and Tahan his son.
1Chr 7:26 [לַעְדָּן] [בְּנוֹ] [עַמִּיהוּד] [בְּנוֹ] [אֱלִישָׁמָע] [בְּנוֹ] | [KJV:] Laadan his son, Ammihud his son, Elishama his son.
1Chr 7:27 [נוֹן] [בְּנוֹ] [יְהוֹשֻׁעַ] [בְּנוֹ] | [KJV:] Non his son, Jehoshuah his son.
1Chr 7:28 [וַאֲחֻזָּתָם] [וּמֹשְׁבוֹתָם] [בֵּית] to/toward [God] [וּבְנֹתֶיהָ] [וְלַמִּזְרָח] [נַעֲרָן] [וְלַמַּעֲרָב] [גֶּזֶר] [וּבְנֹתֶיהָ] [וּשְׁכֶם] [וּבְנֹתֶיהָ] until [עַיָּה] [וּבְנֹתֶיהָ] | [KJV:] And their possessions and habitations were, Bethel and the towns thereof, and eastward Naaran, and westward Gezer, with the towns thereof; Shechem also and the towns thereof, unto Gaza and the towns thereof:
1Chr 7:29 and upon [יְדֵי] sons of [מְנַשֶּׁה] [בֵּית] [שְׁאָן] [וּבְנֹתֶיהָ] [תַּעְנַךְ] [וּבְנֹתֶיהָ] [מְגִדּוֹ] [וּבְנוֹתֶיהָ] [דּוֹר] [וּבְנוֹתֶיהָ] [בְּאֵלֶּה] [יָשְׁבוּ] [בְּנֵי] [יוֵֹף] [בֶּן] [יִשְׂרָאֵל] | [KJV:] And by the borders of the children of Manasseh, Bethshean and her towns, Taanach and her towns, Megiddo and her towns, Dor and her towns. In these dwelt the children of Joseph the son of Israel.
1Chr 7:30 [בְּנֵי] [אָשֵׁר] [יִמְנָה] [וְיִשְׁוָה] [וְיִשְׁוִי] [וּבְרִיעָה] [וְשֶׂרַח] [אֲחוֹתָם] | [KJV:] The sons of Asher; Imnah, and Isuah, and Ishuai, and Beriah, and Serah their sister.
1Chr 7:31 [וּבְנֵי] [בְרִיעָה] [חֶבֶר] [וּמַלְכִּיאֵל] he my father [בִרְזוֹת] | [KJV:] And the sons of Beriah; Heber, and Malchiel, who is the father of Birzavith.
1Chr 7:32 [וְחֶבֶר] [he] begat [with] [יְַלֵט] and [with/acc] [שׁוֹמֵר] and [with/acc] [חוֹתָם] and [with/acc] [שׁוּעָא] [אֲחוֹתָם] | [KJV:] And Heber begat Japhlet, and Shomer, and Hotham, and Shua their sister.
1Chr 7:33 [וּבְנֵי] [יְַלֵט] [ַָּךְ] [וּבִמְהָל] [וְעַשְׁוָת] [אֵלֶּה] [בְּנֵי] [יְַלֵט] | [KJV:] And the sons of Japhlet; Pasach, and Bimhal, and Ashvath. These are the children of Japhlet.
1Chr 7:34 [וּבְנֵי] [שָׁמֶר] [אֲחִי] [וְרָוהְגָּה] [יְחֻבָּה] [וַאֲרָם] | [KJV:] And the sons of Shamer; Ahi, and Rohgah, Jehubbah, and Aram.
1Chr 7:35 [וּבֶן] [הֵלֶם] his brother [צוַֹח] [וְיִמְנָע] [וְשֵׁלֶשׁ] [וְעָמָל] | [KJV:] And the sons of his brother Helem; Zophah, and Imna, and Shelesh, and Amal.
1Chr 7:36 [בְּנֵי] [צוָֹח] [וּחַ] [וְחַרְנֶֶר] [וְשׁוּעָל] [וּבֵרִי] [וְיִמְרָה] | [KJV:] The sons of Zophah; Suah, and Harnepher, and Shual, and Beri, and Imrah,
1Chr 7:37 [בֶּצֶר] [וָהוֹד] [וְשַׁמָּא] [וְשִׁלְשָׁה] [וְיִתְרָן] [וּבְאֵרָא] | [KJV:] Bezer, and Hod, and Shamma, and Shilshah, and Ithran, and Beera.
1Chr 7:38 [וּבְנֵי] [יֶתֶר] [יְֻנֶּה] [וְִָּּה] [וַאְרָא] | [KJV:] And the sons of Jether; Jephunneh, and Pispah, and Ara.
1Chr 7:39 [וּבְנֵי] [עֻלָּא] [אָרַח] [וְחַנִּיאֵל] [וְרִצְיָא] | [KJV:] And the sons of Ulla; Arah, and Haniel, and Rezia.
1Chr 7:40 [כָּל] [אֵלֶּה] sons of [אָשֵׁר] [רָאשֵׁי] [בֵית] [הָאָבוֹת] [בְּרוּרִים] [גִּבּוֹרֵי] [חֲיָלִים] [רָאשֵׁי] [הַנְּשִׂיאִים] [וְהִתְיַחְשָׂם] [בַּצָּבָא] [בַּמִּלְחָמָה] [מְִָּרָם] [אֲנָשִׁים] [עֶשְׂרִים] [וְשִׁשָּׁה] [אָלֶף] | [KJV:] All these were the children of Asher, heads of their father's house, choice and mighty men of valour, chief of the princes. And the number throughout the genealogy of them that were apt to the war and to battle was twenty and six thousand men.
1Chr 8:1 [וּבִנְיָמִן] [he] begat [with] [בֶּלַע] [בְּכֹרוֹ] [אַשְׁבֵּל] [הַשֵּׁנִי] [וְאַחְרַח] [הַשְּׁלִישִׁי] | [KJV:] Now Benjamin begat Bela his firstborn, Ashbel the second, and Aharah the third,
1Chr 8:2 [נוֹחָה] [הָרְבִיעִי] [וְרָָא] [הַחֲמִישִׁי] | [KJV:] Nohah the fourth, and Rapha the fifth.
1Chr 8:3 [וַיִּהְיוּ] [בָנִים] [לְבָלַע] [אַדָּר] [וְגֵרָא] [וַאֲבִיהוּד] | [KJV:] And the sons of Bela were, Addar, and Gera, and Abihud,
1Chr 8:4 [וַאֲבִישׁוּעַ] [וְנַעֲמָן] [וַאֲחוֹחַ] | [KJV:] And Abishua, and Naaman, and Ahoah,
1Chr 8:5 [וְגֵרָא] [וּשְׁוָּן] [וְחוּרָם] | [KJV:] And Gera, and Shephuphan, and Huram.
1Chr 8:6 [וְאֵלֶּה] [בְּנֵי] [אֵחוּד] [אֵלֶּה] they [רָאשֵׁי] [אָבוֹת] [לְיוֹשְׁבֵי] [גֶבַע] [וַיַּגְלוּם] to/toward [מָנָחַת] | [KJV:] And these are the sons of Ehud: these are the heads of the fathers of the inhabitants of Geba, and they removed them to Manahath:
1Chr 8:7 [וְנַעֲמָן] [וַאֲחִיָּה] [וְגֵרָא] he [הֶגְלָם] [וְהוֹלִיד] [with] [עֻזָּא] and [with/acc] [אֲחִיחֻד] | [KJV:] And Naaman, and Ahiah, and Gera, he removed them, and begat Uzza, and Ahihud.
1Chr 8:8 [וְשַׁחֲרַיִם] [he] begat [בִּשְׂדֵה] Moab from [שִׁלְחוֹ] them [חוּשִׁים] and [with/acc] [בַּעֲרָא] [נָשָׁיו] | [KJV:] And Shaharaim begat children in the country of Moab, after he had sent them away; Hushim and Baara were his wives.
1Chr 8:9 and [he] begat from month [אִשְׁתּוֹ] [with] [יוֹבָב] and [with/acc] [צִבְיָא] and [with/acc] [מֵישָׁא] and [with/acc] [מַלְכָּם] | [KJV:] And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcham,
1Chr 8:10 and [with/acc] [יְעוּץ] and [with/acc] [שָׂכְיָה] and [with/acc] [מִרְמָה] [אֵלֶּה] [בָנָיו] [רָאשֵׁי] [אָבוֹת] | [KJV:] And Jeuz, and Shachia, and Mirma. These were his sons, heads of the fathers.
1Chr 8:11 [וּמֵחֻשִׁים] [he] begat [with] [אֲבִיטוּב] and [with/acc] [אֶלְָּעַל] | [KJV:] And of Hushim he begat Abitub, and Elpaal.
1Chr 8:12 [וּבְנֵי] [אֶלְַּעַל] [עֵבֶר] [וּמִשְׁעָם] [וָשָׁמֶד] he [בָּנָה] [with] [אוֹנוֹ] and [with/acc] [לֹד] [וּבְנֹתֶיהָ] | [KJV:] The sons of Elpaal; Eber, and Misham, and Shamed, who built Ono, and Lod, with the towns thereof:
1Chr 8:13 [וּבְרִעָה] [וָשֶׁמַע] [הֵמָּה] [רָאשֵׁי] [הָאָבוֹת] [לְיוֹשְׁבֵי] [אַיָּלוֹן] [הֵמָּה] [הִבְרִיחוּ] [with] [יוֹשְׁבֵי] [גַת] | [KJV:] Beriah also, and Shema, who were heads of the fathers of the inhabitants of Aijalon, who drove away the inhabitants of Gath:
1Chr 8:14 [וְאַחְיוֹ] [שָׁשָׁק] [וִירֵמוֹת] | [KJV:] And Ahio, Shashak, and Jeremoth,
1Chr 8:15 [וּזְבַדְיָה] [וַעֲרָד] [וָעָדֶר] | [KJV:] And Zebadiah, and Arad, and Ader,
1Chr 8:16 [וּמִיכָאֵל] [וְיִשְָּׁה] [וְיוֹחָא] [בְּנֵי] [בְרִיעָה] | [KJV:] And Michael, and Ispah, and Joha, the sons of Beriah;
1Chr 8:17 [וּזְבַדְיָה] [וּמְשֻׁלָּם] [וְחִזְקִי] [וָחָבֶר] | [KJV:] And Zebadiah, and Meshullam, and Hezeki, and Heber,
1Chr 8:18 [וְיִשְׁמְרַי] [וְיִזְלִיאָה] [וְיוֹבָב] [בְּנֵי] [אֶלְָּעַל] | [KJV:] Ishmerai also, and Jezliah, and Jobab, the sons of Elpaal;
1Chr 8:19 [וְיָקִים] [וְזִכְרִי] [וְזַבְדִּי] | [KJV:] And Jakim, and Zichri, and Zabdi,
1Chr 8:20 [וֶאֱלִיעֵנַי] [וְצִלְּתַי] [וֶאֱלִיאֵל] | [KJV:] And Elienai, and Zilthai, and Eliel,
1Chr 8:21 [וַעֲדָיָה] [וּבְרָאיָה] [וְשִׁמְרָת] [בְּנֵי] [שִׁמְעִי] | [KJV:] And Adaiah, and Beraiah, and Shimrath, the sons of Shimhi;
1Chr 8:22 [וְיִשְָּׁן] [וָעֵבֶר] [וֶאֱלִיאֵל] | [KJV:] And Ishpan, and Heber, and Eliel,
1Chr 8:23 [וְעַבְדּוֹן] [וְזִכְרִי] [וְחָנָן] | [KJV:] And Abdon, and Zichri, and Hanan,
1Chr 8:24 [וַחֲנַנְיָה] [וְעֵילָם] [וְעַנְתֹתִיָּה] | [KJV:] And Hananiah, and Elam, and Antothijah,
1Chr 8:25 [וְיְִדְיָה] [וְּנִיאֵל] [בְּנֵי] [שָׁשָׁק] | [KJV:] And Iphedeiah, and Penuel, the sons of Shashak;
1Chr 8:26 [וְשַׁמְשְׁרַי] [וּשְׁחַרְיָה] [וַעֲתַלְיָה] | [KJV:] And Shamsherai, and Shehariah, and Athaliah,
1Chr 8:27 [וְיַעֲרֶשְׁיָה] [וְאֵלִיָּה] [וְזִכְרִי] [בְּנֵי] [יְרֹחָם] | [KJV:] And Jaresiah, and Eliah, and Zichri, the sons of Jeroham.
1Chr 8:28 [אֵלֶּה] [רָאשֵׁי] [אָבוֹת] [לְתֹלְדוֹתָם] [רָאשִׁים] [אֵלֶּה] [יָשְׁבוּ] [בִּירוּשָׁלָםִ] | [KJV:] These were heads of the fathers, by their generations, chief men. These dwelt in Jerusalem.
1Chr 8:29 [וּבְגִבְעוֹן] [יָשְׁבוּ] my father [גִבְעוֹן] [וְשֵׁם] [אִשְׁתּוֹ] [מַעֲכָה] | [KJV:] And at Gibeon dwelt the father of Gibeon; whose wife's name was Maachah:
1Chr 8:30 [וּבְנוֹ] [הַבְּכוֹר] [עַבְדּוֹן] [וְצוּר] [וְקִישׁ] [וּבַעַל] [וְנָדָב] | [KJV:] And his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab,
1Chr 8:31 [וּגְדוֹר] [וְאַחְיוֹ] [וָזָכֶר] | [KJV:] And Gedor, and Ahio, and Zacher.
1Chr 8:32 [וּמִקְלוֹת] [he] begat [with] [שִׁמְאָה] [וְאַף] [הֵמָּה] [נֶגֶד] [אֲחֵיהֶם] [יָשְׁבוּ] [בִירוּשָׁלַםִ] with [אֲחֵיהֶם] | [KJV:] And Mikloth begat Shimeah. And these also dwelt with their brethren in Jerusalem, over against them.
1Chr 8:33 [וְנֵר] [he] begat [with] [קִישׁ] [וְקִישׁ] [he] begat [with] [שָׁאוּל] [וְשָׁאוּל] [he] begat [with] [יְהוֹנָתָן] and [with/acc] [מַלְכִּי] [שׁוּעַ] and [with/acc] [אֲבִינָדָב] and [with/acc] [אֶשְׁבָּעַל] | [KJV:] And Ner begat Kish, and Kish begat Saul, and Saul begat Jonathan, and Malchishua, and Abinadab, and Eshbaal.
1Chr 8:34 [וּבֶן] [יְהוֹנָתָן] [מְרִיב] [בָּעַל] [וּמְרִיב] [בַּעַל] [he] begat [with] [מִיכָה] | [KJV:] And the son of Jonathan was Meribbaal; and Meribbaal begat Micah.
1Chr 8:35 [וּבְנֵי] [מִיכָה] [ִּיתוֹן] [וָמֶלֶךְ] [וְתַאְרֵעַ] [וְאָחָז] | [KJV:] And the sons of Micah were, Pithon, and Melech, and Tarea, and Ahaz.
1Chr 8:36 [וְאָחָז] [he] begat [with] [יְהוֹעַדָּה] [וִיהוֹעַדָּה] [he] begat [with] [עָלֶמֶת] and [with/acc] [עַזְמָוֶת] and [with/acc] [זִמְרִי] [וְזִמְרִי] [he] begat [with] [מוֹצָא] | [KJV:] And Ahaz begat Jehoadah; and Jehoadah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza,
1Chr 8:37 [וּמוֹצָא] [he] begat [with] [בִּנְעָא] [רָָה] [בְנוֹ] [אֶלְעָשָׂה] [בְנוֹ] [אָצֵל] [בְּנוֹ] | [KJV:] And Moza begat Binea: Rapha was his son, Eleasah his son, Azel his son:
1Chr 8:38 [וּלְאָצֵל] [שִׁשָּׁה] [בָנִים] [וְאֵלֶּה] [שְׁמוֹתָם] [עַזְרִיקָם] [בֹּכְרוּ] [וְיִשְׁמָעֵאל] [וּשְׁעַרְיָה] [וְעֹבַדְיָה] [וְחָנָן] [כָּל] [אֵלֶּה] [בְּנֵי] [אָצַל] | [KJV:] And Azel had six sons, whose names are these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these were the sons of Azel.
1Chr 8:39 [וּבְנֵי] [עֵשֶׁק] his brother [אוּלָם] [בְּכֹרוֹ] [יְעוּשׁ] [הַשֵּׁנִי] [וֶאֱלִיֶלֶט] [הַשְּׁלִשִׁי] | [KJV:] And the sons of Eshek his brother were, Ulam his firstborn, Jehush the second, and Eliphelet the third.
1Chr 8:40 [וַיִּהְיוּ] sons of [אוּלָם] [אֲנָשִׁים] [גִּבֹּרֵי] [חַיִל] [דֹּרְכֵי] [קֶשֶׁת] [וּמַרְבִּים] [בָּנִים] [וּבְנֵי] [בָנִים] hundred [וַחֲמִשִּׁים] [כָּל] [אֵלֶּה] [מִבְּנֵי] [בִנְיָמִן] | [KJV:] And the sons of Ulam were mighty men of valour, archers, and had many sons, and sons' sons, an hundred and fifty. All these are of the sons of Benjamin.
1Chr 9:1 and all [יִשְׂרָאֵל] [הִתְיַחְשׂוּ] [וְהִנָּם] [כְּתוּבִים] upon [ֵֶר] kings of [יִשְׂרָאֵל] [וִיהוּדָה] [הָגְלוּ] [לְבָבֶל] [בְּמַעֲלָם] | [KJV:] So all Israel were reckoned by genealogies; and, behold, they were written in the book of the kings of Israel and Judah, who were carried away to Babylon for their transgression.
1Chr 9:2 [וְהַיּוֹשְׁבִים] [הָרִאשֹׁנִים] [אֲשֶׁר] [בַּאֲחֻזָּתָם] [בְּעָרֵיהֶם] [יִשְׂרָאֵל] [הַכֹּהֲנִים] [הַלְוִיִּם] [וְהַנְּתִינִים] | [KJV:] Now the first inhabitants that dwelt in their possessions in their cities were, the Israelites, the priests, Levites, and the Nethinims.
1Chr 9:3 [וּבִירוּשָׁלִַם] [יָשְׁבוּ] from [בְּנֵי] Judah [וּמִן] [בְּנֵי] [בִנְיָמִן] [וּמִן] [בְּנֵי] [אְֶרַיִם] [וּמְנַשֶּׁה] | [KJV:] And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim, and Manasseh;
1Chr 9:4 [עוּתַי] [בֶּן] [עַמִּיהוּד] [בֶּן] [עָמְרִי] [בֶּן] [אִמְרִי] [בֶן] [בָּנִימִן] [בְּנֵי] [ֶרֶץ] [בֶּן] Judah | [KJV:] Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Pharez the son of Judah.
1Chr 9:5 [וּמִן] [הַשִּׁילוֹנִי] [עֲשָׂיָה] [הַבְּכוֹר] [וּבָנָיו] | [KJV:] And of the Shilonites; Asaiah the firstborn, and his sons.
1Chr 9:6 [וּמִן] [בְּנֵי] [זֶרַח] [יְעוּאֵל] [וַאֲחֵיהֶם] [שֵׁשׁ] hundreds [וְתִשְׁעִים] | [KJV:] And of the sons of Zerah; Jeuel, and their brethren, six hundred and ninety.
1Chr 9:7 [וּמִן] [בְּנֵי] [בִּנְיָמִן] [ַלּוּא] [בֶּן] [מְשֻׁלָּם] [בֶּן] [הוֹדַוְיָה] [בֶּן] [הְַּנֻאָה] | [KJV:] And of the sons of Benjamin; Sallu the son of Meshullam, the son of Hodaviah, the son of Hasenuah,
1Chr 9:8 [וְיִבְנְיָה] [בֶּן] [יְרֹחָם] [וְאֵלָה] [בֶן] [עֻזִּי] [בֶּן] [מִכְרִי] [וּמְשֻׁלָּם] [בֶּן] [שְַׁטְיָה] [בֶּן] [רְעוּאֵל] [בֶּן] [יִבְנִיָּה] | [KJV:] And Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;
